,Name,Date,Rate,Genre,Certificate
5971,Trigger Point,2021,4.9,"Action, Mystery, Thriller",Not Rated
5972,Liv and Maddie,2021,6.4,"Comedy, Drama, Family",TV-G
5985,Ted Bundy: American Boogeyman,2021,3.7,Crime,None
6025,Silent Hours,2021,5.0,Thriller,None
6056,American Gangster Presents: Big 50 - The Delrhonda Hood Story,2021,4.0,Drama,None
6057,Bad Blood,2021,7.5,"Crime, Drama",TV-MA
6071,Le dernier mercenaire,2021,5.3,"Action, Adventure, Comedy",TV-MA
6099,The Last Inn,2021,2.7,"Drama, Fantasy, Horror",TV-MA
5281,Distancia de rescate,2021,5.1,"Drama, Horror, Mystery",R
6100,Our Father,2021,5.4,"Comedy, Drama",None
6106,Ryû to sobakasu no hime,2021,7.2,"Animation, Adventure, Drama",None
6124,A House on the Bayou,2021,,"Horror, Thriller",None
6131,Bad Trip,2021,6.6,Comedy,Unrated
6132,The Oval,2021,4.1,Drama,TV-14
6133,Wycliffe,2021,7.1,"Crime, Drama, Mystery",TV-14
6136,Night Raiders,2021,6.4,Sci-Fi,None
6137,Sam & Cat,2021,5.7,"Comedy, Drama, Family",TV-G
6141,The Forgiven,2021,6.8,Drama,None
6142,America: The Motion Picture,2021,5.6,"Animation, Action, Adventure",TV-MA
6143,Resort to Love,2021,5.7,"Comedy, Romance",PG
6144,Killjoys,2021,7.2,"Action, Adventure, Sci-Fi",TV-MA
6158,My Struggle,2021,8.7,Biography,None
6176,Queen Bees,2021,6.0,"Comedy, Drama, Romance",PG-13
5786,Dragon Ball Super: Doragon bôru cho,2021,8.3,"Animation, Action, Adventure",TV-PG
5785,Aileen Wuornos: American Boogeywoman,2021,4.1,"Drama, Horror, Thriller",R
5764,Secrets of Sulphur Springs,2021,7.7,"Adventure, Drama, Family",TV-PG
5763,The God Committee,2021,5.7,Thriller,None
5289,Deadly Illusions,2021,3.7,"Drama, Thriller",R
5339,Come from Away,2021,8.8,"Comedy, Drama, Musical",TV-14
5361,Mortal Kombat Legends: Battle of the Realms,2021,6.6,"Animation, Action, Adventure",R
5395,O Menino que Matou Meus Pais,2021,6.2,"Crime, Drama, Thriller",None
5413,Vortex,2021,7.4,Drama,None
5424,Boîte noire,2021,7.4,"Drama, Mystery, Thriller",None
5495,The Obscure Life of the Grand Duke of Corsica,2021,4.8,"Comedy, Drama",None
5517,The Survivor,2021,7.4,"Biography, Drama",None
5531,The Black Book,2021,3.3,Horror,None
5604,Firebird,2021,7.8,"Drama, Romance",None
5605,The Dragon Prince,2021,8.4,"Animation, Adventure, Drama",TV-Y7
5635,Outside the Wire,2021,5.4,"Action, Adventure, Fantasy",R
5653,The Republic of Sarah,2021,5.6,Drama,TV-14
5659,Twist,2021,4.1,"Action, Drama",R
5660,Raven's Home,2021,7.3,"Comedy, Family",TV-G
5664,Shin Evangelion Gekijôban,2021,8.1,"Animation, Action, Drama",TV-MA
5666,Posledniy bogatyr. Koren' Zla,2021,5.9,"Adventure, Comedy, Family",None
5702,Ci sha xiao shuo jia,2021,6.2,"Action, Adventure, Crime",None
5705,Here Today,2021,6.5,"Comedy, Drama",PG-13
5713,Superhost,2021,5.8,"Horror, Thriller",None
5716,Generation,2021,6.8,"Comedy, Drama",TV-MA
5717,Power Rangers: Dino Fury,2021,6.8,"Action, Adventure, Comedy",TV-Y7
5721,Locked Down,2021,5.2,"Comedy, Crime, Romance",R
5724,13 Minutes (II),2021,,"Action, Drama, Thriller",PG-13
5740,Je Suis Karl,2021,5.4,"Drama, Romance, Thriller",None
5741,Perception,2021,7.5,"Crime, Drama, Mystery",TV-14
5757,The Gateway,2021,4.5,Thriller,R
5758,Crossing Lines,2021,7.3,"Action, Crime, Drama",TV-14
5759,Finding Alice,2021,5.8,"Comedy, Drama",Not Rated
4555,Here Today,2021,6.5,"Comedy, Drama",PG-13
4516,Posledniy bogatyr. Koren' Zla,2021,5.9,"Adventure, Comedy, Family",None
2683,Marco effekten,2021,5.1,"Crime, Thriller",Not Rated
3315,Nou fo,2021,7.0,"Action, Adventure, Crime",None
3156,AINBO: Spirit of the Amazon,2021,4.7,"Animation, Adventure, Comedy",E
3157,Laëtitia,2021,7.0,"Biography, Crime, Drama",None
3197,Bliss,2021,5.4,"Drama, Romance, Sci-Fi",R
3228,Val,2021,6.3,"Comedy, Horror, Thriller",None
3237,Cartel,2021,8.9,"Action, Drama",None
3247,Masquerade,2021,3.8,"Horror, Thriller",None
3254,Rogue Hostage,2021,3.1,"Action, Thriller",Not Rated
3255,Lost in Space,2021,7.2,"Adventure, Comedy, Family",TV-G
3256,Workaholics,2021,8.1,Comedy,TV-14
3257,Wonder Woman,2021,7.1,"Action, Adventure, Fantasy",TV-G
3275,Violet,2021,6.5,Drama,R
3276,Loudermilk,2021,7.8,"Comedy, Drama",TV-14
3295,Dune World,2021,1.2,"Action, Fantasy, Sci-Fi",None
3302,Chernobyl,2021,5.0,"Drama, History, Romance",None
3316,Knight Rider,2021,6.9,"Action, Crime, Drama",TV-PG
3097,Yakuza Princess,2021,4.4,Thriller,R
3317,Torchwood,2021,7.7,"Action, Drama, Mystery",TV-MA
3318,The Life & Times of Tim,2021,8.2,"Animation, Comedy",None
3323,Silent Night,2021,7.2,"Comedy, Drama, Horror",None
3336,Thunder Force,2021,4.4,"Action, Adventure, Comedy",PG-13
3340,Confissões de uma Garota Excluída,2021,5.1,"Comedy, Drama",TV-PG
3381,Night of the Animated Dead,2021,4.0,"Animation, Horror",R
3389,Mimi,2021,8.0,"Comedy, Drama",TV-14
3406,Doctor,2021,8.6,"Action, Comedy, Crime",None
3441,Mothering Sunday,2021,6.3,"Drama, Romance",R
3486,All or Nothing: Toronto Maple Leafs,2021,7.7,Documentary,None
3520,The Power,2021,5.5,Horror,None
3527,Dubai Presents: A Five-Star Mission,2021,5.8,"Short, Action",None
3528,Lost Girl,2021,7.7,"Action, Drama, Fantasy",TV-MA
3533,Brain Freeze,2021,4.6,"Comedy, Horror",None
3132,Out of Death,2021,3.1,"Crime, Thriller",R
1,The Guilty,2021,6.3,"Crime, Drama, Thriller",R
4514,Shin Evangelion Gekijôban,2021,8.1,"Animation, Action, Drama",TV-MA
2820,Clarice,2021,6.5,"Crime, Drama, Mystery",TV-14
2694,Panic,2021,6.5,"Adventure, Crime, Drama",TV-14
2695,The Humans,2021,7.4,Drama,R
2733,Together,2021,6.5,"Comedy, Drama",R
2743,Time Is Up,2021,4.3,Drama,None
2744,Baptiste,2021,7.3,"Crime, Drama, Thriller",Not Rated
2745,Northern Exposure,2021,8.3,"Comedy, Drama",None
2752,Recovery,2021,5.3,Comedy,None
2754,The Resort,2021,3.0,Horror,None
2785,Separation,2021,4.6,Horror,R
2786,Bob Hearts Abishola,2021,6.7,"Comedy, Romance",TV-PG
2787,Diagnosis Murder,2021,6.8,"Crime, Drama, Mystery",TV-PG
2788,The Underground Railroad,2021,7.4,"Drama, History, War",TV-MA
2789,Crime Stories: India Detectives,2021,7.4,"Documentary, Crime, Mystery",TV-MA
2819,Fatherhood,2021,6.6,"Comedy, Drama",PG-13
2831,Crisis,2021,6.2,"Drama, Thriller",R
3087,Gekijouban Nanatsu no Taizai: Hikari ni Norowareshi Mono-tachi,2021,6.5,Animation,None
2846,"Matando Cabos 2, La Máscara del Máscara",2021,4.3,Comedy,None
2851,Gaia,2021,5.5,"Drama, Fantasy, Horror",R
2857,Awake,2021,4.8,"Action, Adventure, Drama",TV-MA
2858,Melrose Place,2021,5.9,"Drama, Romance",TV-14
2869,Nitram,2021,7.3,Thriller,None
2877,Spirit Untamed,2021,5.4,"Animation, Adventure, Comedy",E
2878,Adam-12,2021,7.6,"Crime, Drama",TV-PG
2980,Seungriho,2021,6.6,"Action, Adventure, Drama",TV-MA
3036,Catch the Bullet,2021,2.7,Western,R
3047,A Boy Called Christmas,2021,,"Adventure, Drama, Family",PG
3048,Silk Road,2021,5.9,"Crime, Drama, Thriller",R
623,Ida Red,2021,5.5,"Action, Thriller",R
3050,The Boondocks,2021,8.4,"Animation, Action, Comedy",TV-MA
3071,Lady of the Manor,2021,5.1,Comedy,R
3541,The Amityville Moon,2021,3.1,"Horror, Thriller",R
3542,Arcane: League of Legends,2021,,"Animation, Action, Adventure",None
3585,South Beach Love,2021,6.0,"Drama, Romance",TV-G
4131,Distancia de rescate,2021,5.1,"Drama, Horror, Mystery",R
3956,Moxie,2021,6.7,"Comedy, Drama, Music",PG-13
3957,Tin Star,2021,7.3,"Crime, Drama, Thriller",TV-MA
4006,Rurôni Kenshin: Sai shûshô - The Beginning,2021,7.5,"Action, Adventure, Drama",TV-MA
4016,Întregalde,2021,7.2,"Comedy, Drama",None
4050,Boxing Day,2021,,"Comedy, Romance",None
4051,Mike & Molly,2021,6.4,Comedy,TV-14
4052,Hot in Cleveland,2021,7.3,Comedy,TV-PG
4053,Melissa & Joey,2021,7.0,"Comedy, Romance",TV-14
4054,Designing Women,2021,7.1,Comedy,TV-PG
4056,Qismat 2,2021,7.5,"Drama, Romance",None
4057,'Allo 'Allo!,2021,8.3,"Comedy, History, War",None
4058,Monsterland,2021,5.6,"Drama, Fantasy, Horror",TV-MA
4063,Land,2021,6.6,"Adventure, Drama",PG-13
4070,Friends: The Reunion,2021,8.1,"Documentary, Biography, Comedy",TV-14
4139,Deadly Illusions,2021,3.7,"Drama, Thriller",R
3600,The Kissing Booth 3,2021,4.7,"Comedy, Romance",TV-14
4189,Come from Away,2021,8.8,"Comedy, Drama, Musical",TV-14
4211,Mortal Kombat Legends: Battle of the Realms,2021,6.6,"Animation, Action, Adventure",R
4245,O Menino que Matou Meus Pais,2021,6.2,"Crime, Drama, Thriller",None
4263,Vortex,2021,7.4,Drama,None
4274,Boîte noire,2021,7.4,"Drama, Mystery, Thriller",None
4345,The Obscure Life of the Grand Duke of Corsica,2021,4.8,"Comedy, Drama",None
4367,The Survivor,2021,7.4,"Biography, Drama",None
4381,The Black Book,2021,3.3,Horror,None
4454,Firebird,2021,7.8,"Drama, Romance",None
4455,The Dragon Prince,2021,8.4,"Animation, Adventure, Drama",TV-Y7
4485,Outside the Wire,2021,5.4,"Action, Adventure, Fantasy",R
4503,The Republic of Sarah,2021,5.6,Drama,TV-14
4509,Twist,2021,4.1,"Action, Drama",R
4510,Raven's Home,2021,7.3,"Comedy, Family",TV-G
3948,Algoissjiman,2021,7.3,"Drama, Romance",None
3936,Spider-Man 4: Fan Film,2021,,"Action, Adventure, Drama",None
3931,Motherland,2021,7.8,Comedy,TV-MA
3930,Great White,2021,4.1,"Horror, Thriller",None
3601,Undercover,2021,8.2,"Action, Crime, Drama",TV-MA
3611,Sardar Udham,2021,9.2,"Biography, Crime, Drama",None
3620,Good on Paper,2021,5.6,"Comedy, Romance",Unrated
3672,The Beta Test,2021,6.9,"Horror, Thriller",Unrated
3673,RuPaul's Drag Race,2021,8.4,"Game-Show, Reality-TV",TV-14
3712,False Positive,2021,4.7,"Horror, Mystery, Thriller",R
3733,Swim,2021,3.2,"Action, Horror",Approved
3765,Witch Hunt,2021,4.3,"Fantasy, Horror, Thriller",R
3792,Malcolm & Marie,2021,6.7,"Drama, Romance",R
3793,¿Quién Mató a Sara?,2021,6.4,"Crime, Drama, Mystery",TV-MA
3794,Bimilui Soop,2021,8.5,"Crime, Drama, Mystery",TV-14
3807,North Hollywood,2021,6.1,"Comedy, Drama, Sport",Not Rated
3809,Locked In,2021,4.1,"Crime, Drama, Thriller",R
3823,Long Story Short,2021,6.5,"Comedy, Fantasy, Romance",R
3827,American Insurrection,2021,2.0,Drama,R
3843,Flag Day,2021,4.7,"Drama, Thriller",R
3844,Mistresses,2021,7.1,"Drama, Romance, Thriller",TV-14
3849,Debris,2021,6.5,"Drama, Mystery, Sci-Fi",TV-PG
3850,Power Book IV: Force,2021,,"Crime, Drama",None
3855,The Virtuoso,2021,4.9,"Action, Thriller",R
3856,Diff'rent Strokes,2021,6.6,"Comedy, Drama, Family",TV-PG
3857,Avenue 5,2021,6.6,"Comedy, Sci-Fi",TV-MA
3871,Finding You,2021,6.1,"Drama, Romance",PG
3875,È stata la mano di Dio,2021,7.3,Drama,R
3882,Yes Day,2021,5.7,"Comedy, Family",PG
3901,The Girl Who Got Away,2021,5.7,"Horror, Thriller",TV-MA
3907,Deadly Cuts,2021,7.2,Comedy,None
3908,Liar,2021,7.1,"Crime, Drama, Thriller",TV-14
3929,Petite maman,2021,7.3,"Drama, Fantasy",None
634,Raya and the Last Dragon,2021,7.4,"Animation, Action, Adventure",PG
3089,France,2021,5.5,"Comedy, Drama",None
284,Zack Snyder's Justice League,2021,8.1,"Action, Adventure, Fantasy",R
302,Outer Banks,2021,7.6,"Action, Crime, Drama",TV-MA
86,The French Dispatch,2021,7.4,"Comedy, Drama, Romance",R
277,Ghostbusters: Afterlife,2021,,"Comedy, Fantasy",PG-13
281,Don't Breathe 2,2021,6.1,"Action, Drama, Horror",R
85,Last Man Down,2021,,Action,R
84,The Green Knight,2021,6.6,"Adventure, Drama, Fantasy",R
285,A Million Little Things,2021,7.9,"Comedy, Drama, Romance",TV-14
286,Reservation Dogs,2021,8.2,"Comedy, Crime",TV-MA
287,Mad Men,2021,8.6,Drama,TV-14
288,Killers of the Flower Moon,2021,,"Crime, Drama, History",None
289,The Goldbergs,2021,8.0,Comedy,TV-PG
543,The Forever Purge,2021,5.4,"Action, Horror, Thriller",R
290,Nobody,2021,7.4,"Action, Crime, Drama",R
291,The Tomorrow War,2021,6.6,"Action, Adventure, Drama",PG-13
83,Dexter,2021,8.6,"Crime, Drama, Mystery",TV-MA
441,Star Trek,2021,8.3,"Action, Adventure, Sci-Fi",TV-PG
82,The Good Doctor,2021,8.1,Drama,TV-14
81,V/H/S/94,2021,5.5,"Horror, Mystery, Thriller",None
440,He's All That,2021,4.3,"Comedy, Romance",TV-14
80,Infinite,2021,5.5,"Action, Sci-Fi, Thriller",PG-13
77,Criminal Minds,2021,8.1,"Crime, Drama, Mystery",TV-14
76,Animal Kingdom,2021,8.2,"Crime, Drama",TV-MA
87,The Boys,2021,8.7,"Action, Crime, Drama",TV-MA
276,One Piece: Wan pîsu,2021,8.8,"Animation, Action, Adventure",TV-14
88,Ridley Road,2021,6.6,Thriller,None
454,The Eyes of Tammy Faye,2021,7.0,"Biography, Drama, History",PG-13
100,Licorice Pizza,2021,,"Comedy, Drama",R
99,The Harder They Fall,2021,5.2,"Drama, Western",R
458,Bull,2021,7.0,"Comedy, Crime, Drama",TV-14
457,Kingdom,2021,8.4,"Action, Drama, History",TV-MA
98,Riverdale,2021,6.7,"Crime, Drama, Mystery",TV-14
456,American Night,2021,5.2,"Action, Thriller",R
455,Hacks,2021,8.2,"Comedy, Drama",TV-MA
97,After We Fell,2021,5.0,Drama,R
272,The Protégé,2021,6.1,"Action, Crime, Thriller",R
273,I Know What You Did Last Summer,2021,5.1,"Horror, Mystery, Thriller",TV-14
89,Vikings,2021,8.5,"Action, Adventure, Drama",TV-MA
96,Rick and Morty,2021,9.2,"Animation, Adventure, Comedy",TV-MA
95,Midsomer Murders,2021,7.8,"Crime, Drama, Mystery",TV-14
94,Lamb,2021,6.7,"Drama, Horror, Mystery",R
93,The Card Counter,2021,6.2,"Crime, Drama, Thriller",R
274,Parks and Recreation,2021,8.6,Comedy,TV-14
275,Star Trek: Lower Decks,2021,7.2,"Animation, Action, Adventure",TV-MA
92,Ghosts,2021,7.0,"Comedy, Fantasy",None
91,Silent Witness,2021,7.8,"Crime, Drama, Mystery",TV-14
90,Spider-Man: No Way Home,2021,,"Action, Adventure, Sci-Fi",None
301,House of Gucci,2021,,"Crime, Drama, Thriller",R
303,Braqueurs,2021,7.0,"Action, Crime, Drama",TV-MA
102,The Lost Symbol,2021,6.7,"Action, Adventure, Drama",TV-PG
304,The Power of the Dog,2021,6.6,"Drama, Romance, Western",R
572,The Little Things,2021,6.3,"Crime, Drama, Mystery",R
56,The Rookie,2021,8.0,"Comedy, Crime, Drama",TV-14
55,Y: The Last Man,2021,6.3,"Action, Adventure, Drama",TV-14
54,Old,2021,5.8,"Drama, Horror, Mystery",PG-13
327,Reminiscence,2021,5.9,"Mystery, Romance, Sci-Fi",PG-13
53,On My Block,2021,8.0,"Comedy, Drama",TV-14
52,Breaking Bad,2021,9.4,"Crime, Drama, Thriller",TV-MA
580,Army of the Dead,2021,5.8,"Action, Crime, Horror",R
51,Goliath,2021,8.2,Drama,TV-MA
581,PAW Patrol: The Movie,2021,6.2,"Animation, Adventure, Comedy",E
50,Titans,2021,7.6,"Action, Adventure, Crime",TV-MA
49,Stranger Things,2021,8.7,"Drama, Fantasy, Horror",TV-14
48,CSI: Vegas,2021,7.8,Crime,TV-14
47,American Crime Story,2021,8.4,"Biography, Crime, Drama",TV-MA
46,Titane,2021,7.2,"Drama, Horror, Sci-Fi",R
328,Hollington Drive,2021,4.6,Thriller,None
45,What We Do in the Shadows,2021,8.5,"Comedy, Fantasy, Horror",TV-MA
329,Heartland,2021,8.4,"Drama, Family",TV-PG
44,Peaky Blinders,2021,8.8,"Crime, Drama",TV-MA
43,Big Sky,2021,6.8,"Crime, Drama, Mystery",TV-14
42,The Addams Family 2,2021,5.3,"Animation, Adventure, Comedy",PG
57,No One Gets Out Alive,2021,5.3,"Drama, Horror, Mystery",R
570,Gossip Girl,2021,7.4,"Drama, Romance",TV-14
58,Law & Order: Special Victims Unit,2021,8.0,"Crime, Drama, Mystery",TV-14
70,Eternals,2021,,"Action, Adventure, Drama",PG-13
75,Downton Abbey,2021,8.7,"Drama, Romance",TV-PG
74,Supernatural,2021,8.4,"Drama, Fantasy, Horror",TV-14
73,The Blacklist,2021,8.0,"Crime, Drama, Mystery",TV-14
310,Black as Night,2021,3.9,"Drama, Horror, Thriller",Not Rated
434,Antlers,2021,7.1,"Drama, Horror, Mystery",R
432,The Marvelous Mrs. Maisel,2021,8.7,"Comedy, Drama",TV-MA
72,Cruella,2021,7.4,"Adventure, Comedy, Crime",PG-13
71,Brooklyn Nine-Nine,2021,8.4,"Comedy, Crime",TV-14
431,My Son,2021,6.0,"Crime, Drama, Mystery",R
69,Friends,2021,8.8,"Comedy, Romance",TV-PG
569,Mr. Corman,2021,6.4,"Comedy, Drama",TV-MA
68,The Suicide Squad,2021,7.3,"Action, Adventure, Comedy",R
560,The Survivalist,2021,3.2,"Action, Thriller",R
313,Dr. Death,2021,7.7,"Crime, Drama, Thriller",TV-MA
429,Luca,2021,7.5,"Animation, Adventure, Comedy",E
561,9-1-1: Lone Star,2021,6.9,"Action, Drama, Thriller",TV-14
428,One Tree Hill,2021,7.7,"Drama, Romance, Sport",TV-14
427,Stargate SG-1,2021,8.4,"Action, Adventure, Drama",TV-14
568,Forever Rich,2021,5.5,"Comedy, Crime, Drama",TV-MA
426,Love Strikes Twice,2021,7.2,"Comedy, Mystery, Romance",TV-G
101,Chicago Med,2021,7.6,Drama,TV-14
103,Star Wars: Visions,2021,7.2,"Animation, Action, Adventure",TV-PG
418,Nightbooks,2021,5.8,"Family, Fantasy, Horror",TV-PG
219,Dave Chappelle: The Closer,2021,8.1,Comedy,TV-MA
167,Ghosts,2021,8.2,"Comedy, Fantasy",TV-14
166,American Rust,2021,7.0,"Crime, Drama",TV-MA
165,Westworld,2021,8.6,"Drama, Mystery, Sci-Fi",TV-MA
164,Muppets Haunted Mansion,2021,6.7,"Adventure, Comedy, Family",TV-PG
163,The Expanse,2021,8.5,"Drama, Mystery, Sci-Fi",TV-14
162,Shameless,2021,8.5,"Comedy, Drama",TV-MA
161,Chicago P.D.,2021,8.1,"Action, Crime, Drama",TV-14
160,Old Henry,2021,7.2,Western,None
152,Young Sheldon,2021,7.5,Comedy,TV-PG
151,Chehre,2021,6.6,"Drama, Mystery, Thriller",None
147,Shingeki no kyojin,2021,9.0,"Animation, Action, Adventure",TV-MA
146,F9,2021,5.2,"Action, Adventure, Crime",PG-13
145,Rise of the Footsoldier: Origins,2021,6.4,"Action, Crime, Drama",None
477,The Tragedy of Macbeth,2021,7.6,"Drama, History, Thriller",R
142,Shiddat,2021,8.0,Romance,None
476,Gaetmaeul Chachacha,2021,9.0,"Comedy, Romance",TV-14
212,Snake Eyes: G.I. Joe Origins,2021,5.4,"Action, Adventure, Fantasy",PG-13
475,Vera,2021,8.0,"Crime, Drama, Mystery",TV-PG
474,Voyagers,2021,5.4,"Adventure, Sci-Fi, Thriller",PG-13
140,Last Night in Soho,2021,7.4,"Drama, Horror, Mystery",R
217,Spencer,2021,6.7,"Biography, Drama, Romance",R
168,Fear the Walking Dead,2021,6.9,"Drama, Horror, Sci-Fi",TV-MA
169,Cinderella,2021,4.2,"Adventure, Comedy, Family",PG
479,The Conjuring: The Devil Made Me Do It,2021,6.3,"Horror, Mystery, Thriller",R
180,Jungle Cruise,2021,6.6,"Action, Adventure, Comedy",PG-13
186,Leverage: Redemption,2021,8.8,"Crime, Mystery, Thriller",TV-14
185,Intrusion,2021,5.2,"Drama, Thriller",TV-14
184,American Horror Stories,2021,6.1,"Drama, Horror, Thriller",TV-MA
183,Bones,2021,7.8,"Comedy, Crime, Drama",TV-14
182,True Detective,2021,8.9,"Crime, Drama, Mystery",TV-MA
181,Gilmore Girls,2021,8.1,"Comedy, Drama",TV-PG
495,Narcos,2021,8.8,"Biography, Crime, Drama",TV-MA
494,The Premise,2021,6.2,Drama,TV-MA
493,Ron's Gone Wrong,2021,6.8,"Animation, Adventure, Comedy",PG
492,Hitman's Wife's Bodyguard,2021,6.1,"Action, Comedy, Crime",R
480,Arrested Development,2021,8.7,Comedy,TV-14
179,My Little Pony: A New Generation,2021,7.0,"Animation, Adventure, Comedy",PG
191,The Matrix Resurrections,2021,,"Action, Sci-Fi",None
490,Those Who Wish Me Dead,2021,6.0,"Action, Crime, Drama",R
192,The Vampire Diaries,2021,7.7,"Drama, Fantasy, Horror",TV-14
193,Grantchester,2021,7.9,"Crime, Drama, Mystery",TV-14
194,Blue Bayou,2021,7.1,Drama,R
482,Spartacus: Blood and Sand,2021,8.5,"Action, Adventure, Biography",TV-MA
481,Boardwalk Empire,2021,8.5,"Crime, Drama, History",TV-MA
170,Bridgerton,2021,7.3,"Drama, Romance",TV-MA
218,Chapelwaite,2021,7.5,"Drama, Horror, Mystery",TV-MA
220,Kin,2021,7.7,"Crime, Drama",None
526,Godzilla vs. Kong,2021,6.4,"Action, Sci-Fi, Thriller",E
221,The Wheel of Time,2021,,"Action, Adventure, Drama",None
123,Till Death,2021,5.8,"Horror, Thriller",R
465,Mayday,2021,4.3,"Drama, Fantasy, Mystery",None
122,Law & Order: Organized Crime,2021,7.6,"Crime, Drama, Mystery",TV-14
121,Black Mirror,2021,8.8,"Drama, Sci-Fi, Thriller",TV-MA
120,Castle,2021,8.1,"Comedy, Crime, Drama",TV-14
119,Cry Macho,2021,5.8,"Drama, Thriller, Western",PG-13
116,The Sandman,2021,,"Action, Adventure, Drama",None
115,Kate,2021,6.3,"Action, Adventure, Crime",R
114,The Starling,2021,6.3,"Comedy, Drama",PG-13
113,The Witcher,2021,8.2,"Action, Adventure, Fantasy",TV-MA
112,The White Lotus,2021,7.7,"Comedy, Drama",TV-MA
259,Friendzone,2021,5.9,"Comedy, Romance",TV-MA
111,Candyman,2021,6.0,"Horror, Thriller",R
110,Doctor Who,2021,8.6,"Adventure, Drama, Family",TV-PG
109,The Wire,2021,9.3,"Crime, Drama, Thriller",TV-MA
263,Pig,2021,6.9,"Drama, Thriller",R
108,The Big Bang Theory,2021,8.1,"Comedy, Romance",TV-PG
264,The Orville,2021,8.0,"Adventure, Comedy, Drama",TV-14
521,Space Jam: A New Legacy,2021,4.4,"Animation, Adventure, Comedy",E
107,Queenpins,2021,6.2,"Comedy, Crime",R
265,Endeavour,2021,8.6,"Crime, Drama, Mystery",TV-14
124,The Voyeurs,2021,5.9,"Drama, Mystery, Thriller",R
125,The Crown,2021,8.6,"Biography, Drama, History",TV-MA
126,Better Call Saul,2021,8.8,"Crime, Drama",TV-MA
236,New Girl,2021,7.7,Comedy,TV-14
223,Cyrano,2021,6.9,"Drama, Musical, Romance",PG-13
224,Blue Bloods,2021,7.6,"Crime, Drama, Mystery",TV-14
225,Dexter: New Blood,2021,,Drama,None
226,Wrath of Man,2021,7.2,"Action, Crime, Thriller",R
137,The Resident,2021,7.7,Drama,TV-14
136,Superstore,2021,7.8,Comedy,TV-14
135,Hypnotic,2021,,"Drama, Horror, Thriller",None
134,It's Always Sunny in Philadelphia,2021,8.8,Comedy,TV-MA
235,Survive the Game,2021,5.5,"Action, Thriller",R
133,Loki,2021,8.3,"Action, Adventure, Fantasy",TV-14
517,Stillwater,2021,6.6,"Crime, Drama, Thriller",R
132,CSI: Crime Scene Investigation,2021,7.6,"Crime, Drama, Mystery",TV-14
131,Dear Evan Hansen,2021,6.0,"Drama, Musical",PG-13
466,Fringe,2021,8.4,"Drama, Mystery, Sci-Fi",TV-14
130,The Simpsons,2021,8.6,"Animation, Comedy",TV-PG
248,Escape Room: Tournament of Champions,2021,5.8,"Action, Adventure, Horror",PG-13
